EMP_CD,START_DATE,CLASS_CD
1332069,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332070,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332071,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332072,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332075,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332077,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332082,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332085,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,305,305,305,305,305,305,305,"
1332086,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332089,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332091,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332092,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332093,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332095,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332096,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332099,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332104,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332109,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332114,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332115,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332116,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332125,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332131,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332141,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332142,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332145,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332164,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332165,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332172,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332174,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332178,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332194,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332195,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332199,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332203,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332206,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332207,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332208,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332209,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332211,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332212,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332216,2017/8/27 0:00:00,"315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,"
1332218,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332223,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332224,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332225,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332228,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332229,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332233,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332234,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332237,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332238,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332242,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332243,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332244,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332245,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332246,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332247,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332248,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332252,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332255,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332261,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332262,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332265,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332266,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332269,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332272,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332277,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332281,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332287,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332291,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332292,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332293,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332300,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332305,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332311,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332313,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332314,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332319,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332336,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332337,2017/8/27 0:00:00,"115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,"
1332338,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332340,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332341,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332343,2017/8/27 0:00:00,"320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,"
1332344,2017/8/27 0:00:00,"114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,"
1332347,2017/8/27 0:00:00,"113,113,113,113,312,312,312,312,312,312,312,312,312,312,312,"
1332348,2017/8/27 0:00:00,"320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,"
1332351,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332352,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332354,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332355,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332356,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332364,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332365,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332366,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332367,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332369,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332371,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332374,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332375,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332376,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332377,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332383,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332384,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332387,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332391,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332399,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332404,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332405,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332406,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332407,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332408,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332411,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332412,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332413,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332416,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332417,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332418,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332423,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332424,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332426,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332429,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332431,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332432,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332436,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332442,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332443,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332444,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332445,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332446,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332448,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332449,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332451,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332452,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332453,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332463,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332464,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332469,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332470,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332471,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332475,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332476,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332480,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332481,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332482,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332485,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332486,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332487,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332488,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332489,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332494,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332496,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332500,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332502,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332503,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332505,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332507,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332513,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332514,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332517,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332520,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332521,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332522,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332523,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332526,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332528,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332529,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332530,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332531,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332534,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332536,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332538,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332539,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332543,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332547,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332548,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332553,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332555,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332556,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332557,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332560,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332561,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332562,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332563,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332564,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332565,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332567,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332571,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332579,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332581,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332583,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332584,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332591,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332596,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332600,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332602,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332609,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332610,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332611,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332615,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332616,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,305,305,305,305,305,305,305,"
1332617,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332618,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332619,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332625,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332627,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332628,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332635,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332636,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332637,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332638,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332639,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332640,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332641,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332642,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332645,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332648,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332654,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332658,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332659,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332660,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332667,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
1332672,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332678,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332679,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332680,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332681,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332682,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332683,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332685,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332686,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332688,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332689,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332690,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332692,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332696,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332697,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,312,312,312,312,312,312,312,"
1332698,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,312,312,312,312,312,312,312,"
1332703,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332705,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332706,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332708,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332718,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332719,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332720,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332722,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332724,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332725,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332726,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332728,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332731,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332734,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332739,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
133274,2017/8/27 0:00:00,"114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,"
1332740,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332741,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332742,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332743,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332744,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332745,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332746,2017/8/27 0:00:00,"106,106,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332750,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332751,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332752,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332753,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332754,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332755,2017/8/27 0:00:00,"106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,"
1332756,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332758,2017/8/27 0:00:00,"108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,"
1332759,2017/8/27 0:00:00,"305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,"
1332760,2017/8/27 0:00:00,"115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,"
1332762,2017/8/27 0:00:00,"108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,"
1332763,2017/8/27 0:00:00,"108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,"
1332764,2017/8/27 0:00:00,"108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,"
1332765,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332766,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332767,2017/8/27 0:00:00,"113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,"
1332770,2017/8/27 0:00:00,"312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,"
